employee_id,slack_id,name,rank,employment_type,email,password,phone_number,address,hire_date,tenure,age,gender,reserve_military,family_info,child_info,child_age,home_ownership
67,66,박민준,RANK02,TYPE01,박민준.unknown067@company.com,1234,02-4116-2371,서울특별시 강동구 길동,2024-07-18,0,24,GEN02,MIL01,FAM02,3,"[17, 15, 4]",HOME02
127,126,김정식,RANK02,TYPE01,김정식.unknown127@company.com,1234,016-027-3841,서울특별시 서초구 방배동,2019-12-10,5,49,GEN02,MIL01,FAM02,2,"[15, 5]",HOME01
247,246,최명숙,RANK02,TYPE01,최명숙.unknown247@company.com,1234,032-904-8855,서울특별시 양천구 신월동,2019-03-28,5,33,GEN01,MIL02,FAM01,0,[],HOME02
417,416,강병철,RANK01,TYPE01,강병철.unknown417@company.com,1234,041-147-1266,서울특별시 용산구 산천동,2015-08-03,9,38,GEN01,MIL03,FAM01,0,[],HOME01
102,101,김민석,RANK01,TYPE01,김민석.unknown102@company.com,1234,031-280-3117,서울특별시 영등포구 영등포동,2014-12-11,10,60,GEN01,MIL01,FAM02,0,[],HOME01
522,521,김현준,RANK01,TYPE01,김현준.unknown522@company.com,1234,011-342-8448,서울특별시 중구 장충동,2023-12-31,1,49,GEN01,MIL01,FAM01,0,[],HOME02
411,410,이종수,RANK01,TYPE01,이종수.unknown411@company.com,1234,031-556-6409,서울특별시 용산구 이태원동,2022-02-23,2,54,GEN01,MIL01,FAM02,2,"[7, 13]",HOME01
469,468,최준혁,RANK01,TYPE01,최준혁.unknown469@company.com,1234,055-037-5079,서울특별시 금천구 가산동,2019-09-10,5,53,GEN01,MIL01,FAM02,2,"[15, 8]",HOME01
220,219,권정자,RANK01,TYPE01,권정자.unknown220@company.com,1234,019-727-3926,서울특별시 서초구 내곡동,2020-09-07,4,38,GEN01,MIL03,FAM01,0,[],HOME02
544,543,장서연,RANK01,TYPE01,장서연.unknown544@company.com,1234,061-113-5878,서울특별시 금천구 가산동,2022-10-29,2,34,GEN01,MIL03,FAM01,0,[],HOME01
186,185,고순옥,RANK01,TYPE01,고순옥.unknown186@company.com,1234,063-331-0674,서울특별시 노원구 공릉동,2019-01-04,5,52,GEN01,MIL01,FAM02,2,"[13, 7]",HOME01
376,375,김정식,RANK01,TYPE01,김정식.unknown376@company.com,1234,044-843-2687,서울특별시 중랑구 신내동,2020-05-06,4,52,GEN01,MIL01,FAM02,1,[15],HOME02
91,90,류영호,RANK01,TYPE01,류영호.unknown091@company.com,1234,032-955-1881,서울특별시 관악구 청림동,2020-11-01,4,33,GEN01,MIL02,FAM02,2,"[16, 4]",HOME01
571,570,진성민,RANK01,TYPE01,진성민.unknown571@company.com,1234,033-677-3513,서울특별시 금천구 시흥동,2015-05-18,9,43,GEN02,MIL01,FAM02,2,"[9, 6]",HOME02
39,38,곽현정,RANK01,TYPE01,곽현정.unknown039@company.com,1234,070-5415-3053,서울특별시 서초구 염곡동,2017-11-13,7,44,GEN01,MIL01,FAM01,0,[],HOME02
601,600,김정자,RANK01,TYPE01,김정자.unknown601@company.com,1234,011-956-0095,서울특별시 관악구 청룡동,2016-04-27,8,45,GEN02,MIL01,FAM01,0,[],HOME02
82,81,박예은,RANK01,TYPE01,박예은.unknown082@company.com,1234,064-793-5616,서울특별시 구로구 천왕동,2015-02-28,9,31,GEN01,MIL02,FAM01,0,[],HOME02
350,349,강지연,RANK06,TYPE01,강지연.unknown350@company.com,1234,033-374-3530,서울특별시 영등포구 도림동,2024-01-24,0,32,GEN01,MIL02,FAM02,0,[],HOME01
386,385,이민재,RANK06,TYPE01,이민재.unknown386@company.com,1234,042-585-4208,서울특별시 서대문구 남가좌동,2020-01-19,4,41,GEN02,MIL01,FAM01,0,[],HOME01
185,184,윤영숙,RANK06,TYPE01,윤영숙.unknown185@company.com,1234,019-107-4892,서울특별시 서대문구 영천동,2016-05-05,8,23,GEN02,MIL01,FAM02,1,[17],HOME01
628,627,강현우,RANK06,TYPE01,강현우.unknown628@company.com,1234,043-711-2893,서울특별시 동대문구 이문동,2021-08-14,3,40,GEN02,MIL01,FAM01,0,[],HOME02
47,46,이정식,RANK06,TYPE01,이정식.unknown047@company.com,1234,044-208-6555,서울특별시 양천구 신월동,2016-11-23,8,23,GEN02,MIL01,FAM01,0,[],HOME02
489,488,김은주,RANK06,TYPE01,김은주.unknown489@company.com,1234,043-929-1034,서울특별시 노원구 상계동,2015-04-09,9,38,GEN01,MIL02,FAM02,3,"[1, 7, 13]",HOME02
351,350,김영철,RANK06,TYPE01,김영철.unknown351@company.com,1234,02-6392-7111,서울특별시 동대문구 답십리동,2017-12-13,7,43,GEN02,MIL01,FAM02,2,"[15, 13]",HOME01
347,346,고미영,RANK06,TYPE01,고미영.unknown347@company.com,1234,02-6251-4270,서울특별시 구로구 고척동,2022-10-17,2,47,GEN02,MIL01,FAM02,1,[16],HOME01
4,3,장수연,RANK06,TYPE01,장수연.unknown004@company.com,1234,063-064-1725,서울특별시 송파구 가락동,2016-07-17,8,59,GEN02,MIL01,FAM01,0,[],HOME02
374,373,김서현,RANK05,TYPE01,김서현.unknown374@company.com,1234,052-340-2042,서울특별시 중랑구 묵동,2023-09-11,1,32,GEN01,MIL03,FAM02,2,"[11, 18]",HOME01
458,457,김준영,RANK05,TYPE01,김준영.unknown458@company.com,1234,031-522-1859,서울특별시 도봉구 도봉동,2020-06-29,4,43,GEN01,MIL01,FAM02,3,"[5, 15, 10]",HOME02
519,518,엄현우,RANK05,TYPE01,엄현우.unknown519@company.com,1234,017-603-6634,서울특별시 강남구 수서동,2019-11-25,5,59,GEN02,MIL01,FAM02,0,[],HOME01
21,20,강미숙,RANK05,TYPE01,강미숙.unknown021@company.com,1234,019-999-2158,서울특별시 광진구 중곡동,2017-09-27,7,40,GEN01,MIL01,FAM02,0,[],HOME01
696,695,김유진,RANK05,TYPE01,김유진.unknown696@company.com,1234,054-397-5676,서울특별시 마포구 염리동,2021-11-07,3,53,GEN01,MIL01,FAM02,3,"[14, 17, 1]",HOME02
414,413,허미경,RANK05,TYPE01,허미경.unknown414@company.com,1234,043-239-7765,서울특별시 관악구 서원동,2019-05-06,5,53,GEN02,MIL01,FAM02,2,"[12, 6]",HOME01
289,288,안민지,RANK04,TYPE01,안민지.unknown289@company.com,1234,031-847-8025,서울특별시 서대문구 홍은동,2015-10-16,9,30,GEN02,MIL01,FAM01,0,[],HOME02
390,389,김혜진,RANK04,TYPE01,김혜진.unknown390@company.com,1234,063-577-2147,서울특별시 강서구 공항동,2023-02-27,1,47,GEN02,MIL01,FAM01,0,[],HOME02
468,467,이서연,RANK04,TYPE01,이서연.unknown468@company.com,1234,02-9367-8020,서울특별시 동작구 대방동,2019-11-06,5,60,GEN01,MIL01,FAM02,2,"[17, 10]",HOME01
57,56,강지후,RANK04,TYPE01,강지후.unknown057@company.com,1234,053-082-0158,서울특별시 양천구 목동,2019-11-16,5,59,GEN01,MIL01,FAM02,1,[11],HOME02
27,26,김영길,RANK04,TYPE01,김영길.unknown027@company.com,1234,032-960-7047,서울특별시 용산구 주성동,2024-05-25,0,53,GEN01,MIL01,FAM02,1,[18],HOME01
529,528,김광수,RANK04,TYPE01,김광수.unknown529@company.com,1234,016-328-2657,서울특별시 양천구 신월동,2019-05-02,5,39,GEN01,MIL02,FAM01,0,[],HOME01
523,522,최영수,RANK04,TYPE01,최영수.unknown523@company.com,1234,016-389-0300,서울특별시 용산구 동자동,2015-12-20,9,31,GEN02,MIL01,FAM01,0,[],HOME01
97,96,장수민,RANK04,TYPE01,장수민.unknown097@company.com,1234,041-833-3461,서울특별시 동대문구 휘경동,2020-08-28,4,27,GEN02,MIL01,FAM02,2,"[8, 1]",HOME01
590,589,이영철,RANK04,TYPE01,이영철.unknown590@company.com,1234,043-103-2561,서울특별시 도봉구 창동,2018-12-24,6,40,GEN01,MIL01,FAM02,2,"[5, 13]",HOME01
474,473,이경희,RANK03,TYPE01,이경희.unknown474@company.com,1234,02-5434-8020,서울특별시 종로구 관수동,2019-01-04,5,58,GEN02,MIL01,FAM02,1,[9],HOME02
511,510,이수빈,RANK03,TYPE01,이수빈.unknown511@company.com,1234,055-317-0115,서울특별시 성북구 상월곡동,2019-06-26,5,42,GEN02,MIL01,FAM01,0,[],HOME02
580,579,박선영,RANK03,TYPE01,박선영.unknown580@company.com,1234,063-115-3815,서울특별시 강남구 역삼동,2018-10-18,6,38,GEN02,MIL01,FAM01,0,[],HOME02
19,18,서상현,RANK03,TYPE01,서상현.unknown019@company.com,1234,063-532-8001,서울특별시 송파구 장지동,2015-05-16,9,50,GEN01,MIL01,FAM02,2,"[8, 10]",HOME02
229,228,최현숙,RANK03,TYPE01,최현숙.unknown229@company.com,1234,054-650-0523,서울특별시 성북구 보문동,2023-08-21,1,41,GEN02,MIL01,FAM02,0,[],HOME02
407,406,진상호,RANK03,TYPE01,진상호.unknown407@company.com,1234,019-702-7208,서울특별시 관악구 대학동,2024-06-17,0,55,GEN01,MIL01,FAM01,0,[],HOME01
428,427,유현준,RANK03,TYPE01,유현준.unknown428@company.com,1234,018-707-3582,서울특별시 영등포구 문래동,2016-07-24,8,57,GEN01,MIL01,FAM01,0,[],HOME01
225,224,김성수,RANK02,TYPE01,김성수.unknown225@company.com,1234,051-827-1336,서울특별시 강동구 성내동,2024-04-29,0,48,GEN02,MIL01,FAM01,0,[],HOME02
332,331,박순옥,RANK02,TYPE01,박순옥.unknown332@company.com,1234,053-617-3668,서울특별시 성동구 왕십리동,2022-04-15,2,60,GEN01,MIL01,FAM02,0,[],HOME01
188,187,강중수,RANK02,TYPE01,강중수.unknown188@company.com,1234,041-341-4406,서울특별시 성동구 사근동,2017-05-13,7,49,GEN01,MIL01,FAM02,2,"[18, 2]",HOME01
144,143,양하은,RANK02,TYPE01,양하은.unknown144@company.com,1234,011-478-8018,서울특별시 성동구 사근동,2023-07-10,1,46,GEN02,MIL01,FAM01,0,[],HOME02
193,192,이지원,RANK02,TYPE01,이지원.unknown193@company.com,1234,062-206-0079,서울특별시 강동구 둔촌동,2020-11-30,4,41,GEN02,MIL01,FAM02,0,[],HOME01
398,397,최지은,RANK02,TYPE01,최지은.unknown398@company.com,1234,042-666-0651,서울특별시 도봉구 창동,2019-06-11,5,33,GEN01,MIL03,FAM02,2,"[4, 6]",HOME02
140,139,최지현,RANK02,TYPE01,최지현.unknown140@company.com,1234,052-614-9132,서울특별시 동작구 흑석동,2016-03-10,8,29,GEN02,MIL01,FAM01,0,[],HOME02
615,614,문정웅,RANK02,TYPE01,문정웅.unknown615@company.com,1234,052-726-2997,서울특별시 광진구 자양동,2022-03-28,2,24,GEN01,MIL03,FAM02,3,"[5, 9, 4]",HOME02
624,623,서도현,RANK02,TYPE01,서도현.unknown624@company.com,1234,042-456-1153,서울특별시 송파구 잠실동,2022-01-23,2,50,GEN02,MIL01,FAM02,3,"[1, 9, 8]",HOME02
241,240,황보람,RANK02,TYPE01,황보람.unknown241@company.com,1234,041-182-4538,서울특별시 종로구 옥인동,2015-07-08,9,39,GEN01,MIL03,FAM01,0,[],HOME01
422,421,김현숙,RANK02,TYPE01,김현숙.unknown422@company.com,1234,051-970-2319,서울특별시 서초구 양재동,2015-07-27,9,39,GEN02,MIL01,FAM01,0,[],HOME02
379,378,전정호,RANK01,TYPE01,전정호.unknown379@company.com,1234,061-799-3181,서울특별시 도봉구 쌍문동,2022-11-30,2,49,GEN01,MIL01,FAM02,2,"[4, 17]",HOME01
500,499,백영수,RANK01,TYPE01,백영수.unknown500@company.com,1234,041-242-7147,서울특별시 동대문구 청량리동,2020-09-05,4,57,GEN02,MIL01,FAM02,3,"[15, 11, 17]",HOME01
60,59,이상훈,RANK01,TYPE01,이상훈.unknown060@company.com,1234,032-819-2767,서울특별시 강남구 일원동,2020-03-07,4,34,GEN01,MIL03,FAM02,1,[13],HOME01
559,558,장건우,RANK01,TYPE01,장건우.unknown559@company.com,1234,064-776-8034,서울특별시 성북구 안암동,2021-10-08,3,27,GEN02,MIL01,FAM02,2,"[12, 10]",HOME01
564,563,황지혜,RANK01,TYPE01,황지혜.unknown564@company.com,1234,011-810-0485,서울특별시 강북구 미아동,2016-10-10,8,55,GEN01,MIL01,FAM02,0,[],HOME01
597,596,한서준,RANK01,TYPE01,한서준.unknown597@company.com,1234,070-0344-6699,서울특별시 도봉구 쌍문동,2016-06-02,8,34,GEN01,MIL02,FAM01,0,[],HOME02
153,152,김하은,RANK01,TYPE01,김하은.unknown153@company.com,1234,032-953-2149,서울특별시 광진구 능동,2018-06-12,6,58,GEN02,MIL01,FAM02,2,"[6, 5]",HOME02
187,186,김정숙,RANK01,TYPE01,김정숙.unknown187@company.com,1234,010-8573-2913,서울특별시 송파구 풍납동,2016-12-10,8,58,GEN02,MIL01,FAM01,0,[],HOME02
655,654,김선영,RANK01,TYPE01,김선영.unknown655@company.com,1234,02-0781-3440,서울특별시 중랑구 신내동,2015-07-16,9,22,GEN01,MIL02,FAM01,0,[],HOME01
418,417,구영길,RANK01,TYPE01,구영길.unknown418@company.com,1234,017-150-3134,서울특별시 마포구 중동,2023-02-14,1,23,GEN02,MIL01,FAM02,3,"[13, 5, 17]",HOME02
513,512,권수민,RANK06,TYPE01,권수민.unknown513@company.com,1234,011-659-6934,서울특별시 은평구 진관동,2020-01-25,4,31,GEN01,MIL02,FAM02,1,[18],HOME01
338,337,김진우,RANK06,TYPE01,김진우.unknown338@company.com,1234,031-561-8180,서울특별시 도봉구 도봉동,2021-11-22,3,23,GEN02,MIL01,FAM02,3,"[6, 6, 9]",HOME01
308,307,박광수,RANK06,TYPE01,박광수.unknown308@company.com,1234,041-782-6212,서울특별시 광진구 광장동,2024-06-11,0,51,GEN02,MIL01,FAM02,2,"[15, 17]",HOME02
287,286,이지아,RANK06,TYPE01,이지아.unknown287@company.com,1234,054-630-1954,서울특별시 강서구 방화동,2023-06-16,1,50,GEN01,MIL01,FAM01,0,[],HOME02
354,353,이상훈,RANK06,TYPE01,이상훈.unknown354@company.com,1234,062-081-9034,서울특별시 금천구 시흥동,2016-12-20,8,42,GEN02,MIL01,FAM01,0,[],HOME02
689,688,이지훈,RANK06,TYPE01,이지훈.unknown689@company.com,1234,062-813-3846,서울특별시 구로구 오류동,2024-08-03,0,47,GEN01,MIL01,FAM01,0,[],HOME02
40,39,안선영,RANK06,TYPE01,안선영.unknown040@company.com,1234,062-996-4329,서울특별시 도봉구 방학동,2018-02-13,6,51,GEN02,MIL01,FAM01,0,[],HOME02
2,1,오승민,RANK06,TYPE01,오승민.unknown002@company.com,1234,043-688-1863,서울특별시 성북구 종암동,2016-09-22,8,50,GEN01,MIL01,FAM01,0,[],HOME02
25,24,최상호,RANK05,TYPE01,최상호.unknown025@company.com,1234,033-458-7526,서울특별시 양천구 신월동,2016-01-15,8,40,GEN01,MIL01,FAM01,0,[],HOME02
360,359,강지후,RANK05,TYPE01,강지후.unknown360@company.com,1234,044-337-7184,서울특별시 동작구 사당동,2018-08-22,6,39,GEN01,MIL03,FAM02,3,"[9, 3, 5]",HOME01
355,354,장미경,RANK05,TYPE01,장미경.unknown355@company.com,1234,011-136-3543,서울특별시 영등포구 여의도동,2015-01-15,9,23,GEN02,MIL01,FAM01,0,[],HOME02
557,556,김지영,RANK05,TYPE01,김지영.unknown557@company.com,1234,017-511-4727,서울특별시 성북구 정릉동,2022-06-24,2,58,GEN02,MIL01,FAM02,1,[15],HOME02
68,67,최지원,RANK05,TYPE01,최지원.unknown068@company.com,1234,02-0785-0908,서울특별시 구로구 궁동,2015-07-02,9,60,GEN02,MIL01,FAM01,0,[],HOME02
680,679,이시우,RANK05,TYPE01,이시우.unknown680@company.com,1234,010-7618-3141,서울특별시 노원구 월계동,2016-11-30,8,43,GEN02,MIL01,FAM01,0,[],HOME01
118,117,한영순,RANK05,TYPE01,한영순.unknown118@company.com,1234,062-368-0196,서울특별시 영등포구 신길동,2022-09-21,2,47,GEN02,MIL01,FAM02,0,[],HOME01
603,602,권예준,RANK05,TYPE01,권예준.unknown603@company.com,1234,043-002-8760,서울특별시 중구 신당동,2019-04-12,5,46,GEN01,MIL01,FAM02,1,[10],HOME01
490,489,홍영진,RANK04,TYPE01,홍영진.unknown490@company.com,1234,017-855-3818,서울특별시 중랑구 상봉동,2015-06-23,9,59,GEN02,MIL01,FAM01,0,[],HOME02
321,320,이영길,RANK04,TYPE01,이영길.unknown321@company.com,1234,041-546-0451,서울특별시 용산구 청암동,2018-12-04,6,58,GEN02,MIL01,FAM01,0,[],HOME02
199,198,하보람,RANK04,TYPE01,하보람.unknown199@company.com,1234,018-693-1684,서울특별시 관악구 보라매동,2016-04-21,8,31,GEN02,MIL01,FAM02,1,[12],HOME01
55,54,김서준,RANK04,TYPE01,김서준.unknown055@company.com,1234,018-755-9383,서울특별시 영등포구 양평동,2024-07-01,0,52,GEN02,MIL01,FAM02,3,"[4, 3, 1]",HOME02
595,594,손시우,RANK04,TYPE01,손시우.unknown595@company.com,1234,010-0893-1005,서울특별시 강북구 미아동,2022-03-16,2,47,GEN01,MIL01,FAM02,3,"[3, 1, 8]",HOME01
673,672,박주원,RANK04,TYPE01,박주원.unknown673@company.com,1234,032-561-8909,서울특별시 동작구 노량진동,2020-05-09,4,56,GEN02,MIL01,FAM01,0,[],HOME02
633,632,김예지,RANK04,TYPE01,김예지.unknown633@company.com,1234,018-580-2903,서울특별시 마포구 아현동,2018-12-27,6,41,GEN01,MIL01,FAM01,0,[],HOME01
641,640,한준영,RANK04,TYPE01,한준영.unknown641@company.com,1234,064-778-3606,서울특별시 동대문구 휘경동,2023-06-14,1,49,GEN01,MIL01,FAM01,0,[],HOME02
344,343,서지민,RANK03,TYPE01,서지민.unknown344@company.com,1234,02-7495-9729,서울특별시 중랑구 면목동,2017-06-10,7,56,GEN01,MIL01,FAM02,1,[8],HOME02
201,200,권영순,RANK03,TYPE01,권영순.unknown201@company.com,1234,033-892-5829,서울특별시 중구 수하동,2015-10-31,9,22,GEN02,MIL01,FAM01,0,[],HOME02
215,214,양성진,RANK03,TYPE01,양성진.unknown215@company.com,1234,052-387-5145,서울특별시 성동구 옥수동,2022-12-23,2,38,GEN01,MIL02,FAM01,0,[],HOME02
421,420,윤재현,RANK03,TYPE01,윤재현.unknown421@company.com,1234,031-031-8065,서울특별시 금천구 독산동,2017-08-25,7,29,GEN02,MIL01,FAM02,0,[],HOME01
134,133,김종수,RANK03,TYPE01,김종수.unknown134@company.com,1234,051-721-6236,서울특별시 강서구 등촌동,2024-03-25,0,36,GEN02,MIL01,FAM02,1,[3],HOME01
674,673,최승민,RANK03,TYPE01,최승민.unknown674@company.com,1234,052-613-9845,서울특별시 강동구 암사동,2020-08-01,4,31,GEN02,MIL01,FAM02,0,[],HOME02
149,148,안정남,RANK03,TYPE01,안정남.unknown149@company.com,1234,064-770-7935,서울특별시 중구 쌍림동,2018-06-21,6,56,GEN01,MIL01,FAM02,3,"[14, 11, 10]",HOME01
183,182,장종수,RANK03,TYPE01,장종수.unknown183@company.com,1234,044-612-0942,서울특별시 성북구 성북동,2016-12-04,8,48,GEN02,MIL01,FAM01,0,[],HOME02
145,144,김지훈,RANK03,TYPE01,김지훈.unknown145@company.com,1234,042-515-0502,서울특별시 용산구 한강로동,2022-03-04,2,38,GEN02,MIL01,FAM02,2,"[12, 8]",HOME02
65,64,송지영,RANK03,TYPE01,송지영.unknown065@company.com,1234,051-205-4924,서울특별시 동작구 흑석동,2023-01-07,1,36,GEN02,MIL01,FAM02,2,"[18, 11]",HOME01
254,253,한민준,RANK03,TYPE01,한민준.unknown254@company.com,1234,018-026-3485,서울특별시 동대문구 휘경동,2015-12-19,9,39,GEN01,MIL03,FAM02,0,[],HOME01
387,386,구정희,RANK02,TYPE01,구정희.unknown387@company.com,1234,02-1392-9030,서울특별시 강동구 둔촌동,2021-07-26,3,22,GEN02,MIL01,FAM01,0,[],HOME02
401,400,류서영,RANK02,TYPE01,류서영.unknown401@company.com,1234,064-766-1254,서울특별시 동작구 흑석동,2024-07-26,0,33,GEN02,MIL01,FAM01,0,[],HOME02
483,482,김현숙,RANK02,TYPE01,김현숙.unknown483@company.com,1234,042-862-2178,서울특별시 동대문구 답십리동,2018-02-03,6,52,GEN02,MIL01,FAM02,2,"[11, 3]",HOME01
568,567,허주원,RANK02,TYPE01,허주원.unknown568@company.com,1234,063-969-6739,서울특별시 구로구 신도림동,2014-12-11,10,26,GEN01,MIL02,FAM02,0,[],HOME02
192,191,양도현,RANK02,TYPE01,양도현.unknown192@company.com,1234,042-349-2611,서울특별시 마포구 아현동,2017-12-04,7,23,GEN02,MIL01,FAM01,0,[],HOME02
636,635,이정순,RANK02,TYPE01,이정순.unknown636@company.com,1234,062-358-6337,서울특별시 금천구 독산동,2023-08-12,1,39,GEN01,MIL03,FAM02,0,[],HOME01
503,502,조서영,RANK02,TYPE01,조서영.unknown503@company.com,1234,053-974-8266,서울특별시 관악구 은천동,2019-06-27,5,37,GEN01,MIL02,FAM02,0,[],HOME02
